"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","FUNCTIONAL_CAT","INT_ACC_ITEM","NA_STO","GFS_STO","COICOP_1999","TRADE_FLOW","COMMODITY","SOC_CONCEPTS","SECTOR","ACCOUNTING_ENTRY","INDEX_TYPE","PRICES","STATISTICAL_MEASURES","EXRATE","TRANSFORMATION","UNIT","REPORTING_PERIOD_TYPE","OVERLAP","COUNTRY_UPDATE_DATE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"IMF.RES:WEO(9.0.0)","KNA.PPPGDP.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/11/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.121","0.136","0.154","0.157","0.178","0.195","0.217","0.241","0.275","0.303","0.331","0.350","0.369","0.398","0.429","0.453","0.489","0.533","0.545","0.574","0.644","0.694","0.714","0.700","0.747","0.846","0.899","0.929","1.053","1.024","1.037","1.075","1.089","1.171","1.282","1.300","1.364","1.392","1.448","1.525","1.281","1.258","1.487","1.613","1.686","1.756","1.827","1.905","1.987","2.077","2.170"
"IMF.RES:WEO(9.0.0)","JAM.PPPGDP.A","OBS_VALUE","Jamaica","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/12/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","6.723","7.685","8.411","9.103","9.521","9.734","10.625","11.727","11.655","12.682","13.798","14.384","15.120","15.820","16.461","17.230","17.587","17.597","17.579","18.003","18.553","19.214","19.644","20.767","21.607","22.484","23.849","24.849","25.121","24.414","24.356","25.213","25.554","26.047","26.653","27.284","28.304","29.471","30.324","30.618","27.640","29.599","33.746","35.955","36.651","38.331","39.624","40.913","42.221","43.626","45.133"
"IMF.RES:WEO(9.0.0)","GUY.PPPGDP.A","OBS_VALUE","Guyana","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/12/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","1.996","2.197","2.126","1.955","2.069","2.142","2.180","2.231","2.172","2.145","2.159","2.366","2.608","2.889","3.201","3.433","3.774","4.076","4.052","4.232","4.270","4.464","4.586","4.646","4.846","4.900","5.311","5.837","6.067","6.307","6.663","7.170","7.672","8.087","8.367","8.503","8.910","9.409","9.849","10.694","13.581","18.647","32.623","45.254","66.583","75.238","94.169","115.848","133.330","151.605","156.097"
"IMF.RES:WEO(9.0.0)","VCT.PPPGDP.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/23/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.181","0.207","0.229","0.244","0.269","0.295","0.317","0.327","0.386","0.407","0.439","0.459","0.500","0.533","0.538","0.592","0.610","0.643","0.676","0.705","0.732","0.761","0.811","0.878","0.936","0.986","1.083","1.147","1.175","1.169","1.133","1.150","1.184","1.240","1.274","1.322","1.388","1.434","1.541","1.596","1.586","1.665","1.873","2.049","2.209","2.362","2.469","2.579","2.691","2.812","2.943"
"IMF.RES:WEO(9.0.0)","PRI.PPPGDP.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/25/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","20.154","22.297","22.953","23.963","26.645","28.054","30.955","33.282","36.698","40.021","43.089","45.573","48.739","52.211","55.558","59.303","61.786","65.919","71.005","75.187","79.406","88.881","92.222","96.244","100.796","101.891","103.552","105.122","105.171","103.753","104.580","106.355","108.367","109.874","110.457","110.312","109.952","108.692","110.918","119.615","120.955","132.334","145.938","152.091","160.896","163.491","166.264","170.743","174.557","179.035","183.852"
"IMF.RES:WEO(9.0.0)","LCA.PPPGDP.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/22/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.301","0.346","0.376","0.406","0.454","0.528","0.616","0.656","0.774","0.876","0.999","1.036","1.144","1.178","1.223","1.270","1.331","1.345","1.445","1.505","1.540","1.521","1.551","1.649","1.816","1.866","2.047","2.144","2.292","2.262","2.302","2.463","2.500","2.486","2.562","2.580","2.703","2.845","3.086","3.324","2.680","3.414","4.409","4.721","5.065","5.312","5.523","5.727","5.929","6.135","6.344"
"IMF.RES:WEO(9.0.0)","G400.PPPGDP.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","1009.416","1137.621","1199.659","1260.513","1309.315","1372.874","1375.731","1421.129","1488.595","1596.698","1788.629","1962.378","2338.480","2394.303","2482.455","2576.923","2746.873","2882.725","3024.364","3142.464","3546.122","3742.510","3941.133","4228.859","4680.115","5106.942","5588.810","6078.214","6487.202","6622.507","7055.219","7383.138","7799.939","8164.616","8585.390","8906.039","9345.211","9744.364","10444.434","10728.287","10374.508","11588.317","13187.126","14007.071","14709.545","15492.232","16371.116","17280.976","18217.418","19220.240","20310.703"
"IMF.RES:WEO(9.0.0)","IRN.PPPGDP.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/26/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","172.035","177.584","232.249","268.101","257.944","271.071","249.470","255.213","248.143","273.687","322.530","375.840","397.082","400.514","402.120","420.407","455.291","469.397","484.546","501.244","542.562","568.049","623.482","690.719","740.051","787.604","852.486","946.993","967.657","983.433","1053.097","1135.616","1113.415","1115.131","1191.108","1185.033","1274.479","1336.571","1319.678","1212.413","1326.318","1405.065","1570.509","1715.462","1822.448","1878.892","1933.931","1998.072","2071.403","2150.363","2234.493"
"IMF.RES:WEO(9.0.0)","TTO.PPPGDP.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/22/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","6.507","7.448","8.209","7.652","7.472","7.391","7.292","7.132","7.094","7.311","7.699","8.208","9.242","9.398","9.941","10.536","11.494","12.572","13.746","15.059","16.463","17.457","18.996","22.059","24.312","26.553","31.253","33.466","35.231","33.739","35.331","35.991","38.358","40.325","42.534","42.754","39.907","38.643","38.972","39.986","36.534","41.686","45.036","47.387","49.782","51.513","53.069","55.323","57.991","60.702","62.959"
"IMF.RES:WEO(9.0.0)","SUR.PPPGDP.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/28/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","2.545","2.839","2.825","2.786","2.800","2.862","2.850","2.663","3.055","3.248","3.319","2.958","3.143","3.147","2.989","3.396","3.846","4.186","4.326","4.348","4.442","4.765","5.020","5.436","5.990","6.482","7.067","7.629","8.098","8.394","8.935","9.652","10.097","10.570","10.781","10.510","10.089","10.430","10.705","11.977","10.377","11.314","12.410","13.196","13.925","14.654","15.476","16.409","21.582","31.960","33.539"
"IMF.RES:WEO(9.0.0)","BHR.PPPGDP.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/16/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","6.551","7.370","8.327","9.259","9.994","10.214","10.471","10.599","11.626","12.204","13.104","13.857","15.183","16.724","17.630","18.346","19.289","20.082","21.292","22.883","25.044","26.246","27.546","29.859","32.802","36.121","39.642","44.094","47.748","49.263","52.024","54.122","57.226","61.280","65.034","67.284","70.514","75.333","78.150","83.980","78.669","82.672","94.025","101.285","106.503","112.221","118.061","123.983","129.875","136.346","143.380"
